Time,avg(solution_0),avg(solution_1)
3304,9.92583e-11,0
3305,9.92583e-11,0
3306,9.92583e-11,0
3307,9.92583e-11,0
3308,9.92583e-11,0
3309,9.92583e-11,0
3310,9.92583e-11,0
3311,9.92583e-11,0
3312,9.92583e-11,0
3313,9.92583e-11,0
3314,9.92583e-11,0
3315,9.92583e-11,0
3316,9.92583e-11,0
3317,9.92583e-11,0
3318,9.92583e-11,0
3319,9.92583e-11,0
3320,9.92583e-11,0
3321,9.92583e-11,0
3322,9.92583e-11,0
3323,9.92583e-11,0
3324,9.92583e-11,0
3325,9.92583e-11,0
3326,9.92583e-11,0
3327,9.92583e-11,0
3328,9.92583e-11,0
3329,9.92583e-11,0
3330,9.92583e-11,0
3331,9.92583e-11,0
3332,9.92583e-11,0
3333,9.92583e-11,0
3334,9.92583e-11,0
3335,9.92583e-11,0
3336,9.92583e-11,0
3337,9.92583e-11,0
3338,9.92583e-11,0
3339,9.92583e-11,0
3340,9.92583e-11,0
3341,9.92583e-11,0
3342,9.92583e-11,0
3343,9.92583e-11,0
3344,9.92583e-11,0
3345,9.92583e-11,0
3346,9.92583e-11,0
3347,9.92583e-11,0
3348,9.92583e-11,0
3349,9.92583e-11,0
3350,9.92583e-11,0
3351,9.92583e-11,0
3352,9.92583e-11,0
3353,9.92583e-11,0
3354,9.92583e-11,0
3355,9.92583e-11,0
3356,9.92583e-11,0
3357,9.92583e-11,0
3358,9.92583e-11,0
3359,9.92583e-11,0
3360,9.92583e-11,0
3361,9.92583e-11,0
3362,9.92583e-11,0
3363,9.92583e-11,0
3364,9.92583e-11,0
3365,9.92583e-11,0
3366,9.92583e-11,0
3367,9.92583e-11,0
3368,9.92583e-11,0
3369,9.92583e-11,0
3370,9.92583e-11,0
3371,9.92583e-11,0
3372,9.92583e-11,0
3373,9.92583e-11,0
3374,9.92583e-11,0
3375,9.92583e-11,0
3376,9.92583e-11,0
3377,9.92583e-11,0
3378,9.92583e-11,0
3379,9.92583e-11,0
3380,9.92583e-11,0
3381,9.92583e-11,0
3382,9.92583e-11,0
3383,9.92583e-11,0
3384,9.92583e-11,0
3385,9.92583e-11,0
3386,9.92583e-11,0
3387,9.92583e-11,0
3388,9.92583e-11,0
3389,9.92583e-11,0
3390,9.92583e-11,0
3391,9.92583e-11,0
3392,9.92583e-11,0
3393,9.92583e-11,0
3394,9.92583e-11,0
3395,9.92583e-11,0
3396,9.92583e-11,0
3397,9.92583e-11,0
3398,9.92583e-11,0
3399,9.92583e-11,0
3400,9.92583e-11,0
3401,9.92583e-11,0
3402,9.92583e-11,0
3403,9.92583e-11,0
3404,9.92583e-11,0
3405,9.92583e-11,0
3406,9.92583e-11,0
3407,9.92583e-11,0
3408,9.92583e-11,0
3409,9.92583e-11,0
3410,9.92583e-11,0
3411,9.92583e-11,0
3412,9.92583e-11,0
3413,9.92583e-11,0
3414,9.92583e-11,0
3415,9.92583e-11,0
3416,9.92583e-11,0
3417,9.92583e-11,0
3418,9.92583e-11,0
3419,9.92583e-11,0
3420,9.92583e-11,0
3421,9.92583e-11,0
3422,9.92583e-11,0
3423,9.92583e-11,0
3424,9.92583e-11,0
3425,9.92583e-11,0
3426,9.92583e-11,0
3427,9.92583e-11,0
3428,9.92583e-11,0
3429,9.92583e-11,0
3430,9.92583e-11,0
3431,9.92583e-11,0
3432,9.92583e-11,0
3433,9.92583e-11,0
3434,9.92583e-11,0
3435,9.92583e-11,0
3436,9.92583e-11,0
3437,9.92583e-11,0
3438,9.92583e-11,0
3439,9.92583e-11,0
3440,9.92583e-11,0
3441,9.92583e-11,0
3442,9.92583e-11,0
3443,9.92583e-11,0
3444,9.92583e-11,0
3445,9.92583e-11,0
3446,9.92583e-11,0
3447,9.92583e-11,0
3448,9.92583e-11,0
3449,9.92583e-11,0
3450,9.92583e-11,0
3451,9.92583e-11,0
3452,9.92583e-11,0
3453,9.92583e-11,0
3454,9.92583e-11,0
3455,9.92583e-11,0
3456,9.92583e-11,0
3457,9.92583e-11,0
3458,9.92583e-11,0
3459,9.92583e-11,0
3460,9.92583e-11,0
3461,9.92583e-11,0
3462,9.92583e-11,0
3463,9.92583e-11,0
3464,9.92583e-11,0
3465,9.92583e-11,0
3466,9.92583e-11,0
3467,9.92583e-11,0
3468,9.92583e-11,0
3469,9.92583e-11,0
3470,9.92583e-11,0
3471,9.92583e-11,0
3472,9.92583e-11,0
3473,9.92583e-11,0
3474,9.92583e-11,0
3475,9.92583e-11,0
3476,9.92583e-11,0
3477,9.92583e-11,0
3478,9.92583e-11,0
3479,9.92583e-11,0
3480,9.92583e-11,0
3481,9.92583e-11,0
3482,9.92583e-11,0
3483,9.92583e-11,0
3484,9.92583e-11,0
3485,9.92583e-11,0
3486,9.92583e-11,0
3487,9.92583e-11,0
3488,9.92583e-11,0
3489,9.92583e-11,0
3490,9.92583e-11,0
3491,9.92583e-11,0
3492,9.92583e-11,0
3493,9.92583e-11,0
3494,9.92583e-11,0
3495,9.92583e-11,0
3496,9.92583e-11,0
3497,9.92583e-11,0
3498,9.92583e-11,0
3499,9.92583e-11,0
3500,9.92583e-11,0
3501,9.92583e-11,0
3502,9.92583e-11,0
3503,9.92583e-11,0
3504,9.92583e-11,0
3505,9.92583e-11,0
3506,9.92583e-11,0
3507,9.92583e-11,0
3508,9.92583e-11,0
3509,9.92583e-11,0
3510,9.92583e-11,0
3511,9.92583e-11,0
3512,9.92583e-11,0
3513,9.92583e-11,0
3514,9.92583e-11,0
3515,9.92583e-11,0
3516,9.92583e-11,0
3517,9.92583e-11,0
3518,9.92583e-11,0
3519,9.92583e-11,0
3520,9.92583e-11,0
3521,9.92583e-11,0
3522,9.92583e-11,0
3523,9.92583e-11,0
3524,9.92583e-11,0
3525,9.92583e-11,0
3526,9.92583e-11,0
3527,9.92583e-11,0
3528,9.92583e-11,0
3529,9.92583e-11,0
3530,9.92583e-11,0
3531,9.92583e-11,0
3532,9.92583e-11,0
3533,9.92583e-11,0
3534,9.92583e-11,0
3535,9.92583e-11,0
3536,9.92583e-11,0
3537,9.92583e-11,0
3538,9.92583e-11,0
3539,9.92583e-11,0
3540,9.92583e-11,0
3541,9.92583e-11,0
3542,9.92583e-11,0
3543,9.92583e-11,0
3544,9.92583e-11,0
3545,9.92583e-11,0
3546,9.92583e-11,0
3547,9.92583e-11,0
3548,9.92583e-11,0
3549,9.92583e-11,0
3550,9.92583e-11,0
3551,9.92583e-11,0
3552,9.92583e-11,0
3553,9.92583e-11,0
3554,9.92583e-11,0
3555,9.92583e-11,0
3556,9.92583e-11,0
3557,9.92583e-11,0
3558,9.92583e-11,0
3559,9.92583e-11,0
3560,9.92583e-11,0
3561,9.92583e-11,0
3562,9.92583e-11,0
3563,9.92583e-11,0
3564,9.92583e-11,0
3565,9.92583e-11,0
3566,9.92583e-11,0
3567,9.92583e-11,0
3568,9.92583e-11,0
3569,9.92583e-11,0
3570,9.92583e-11,0
3571,9.92583e-11,0
3572,9.92583e-11,0
3573,9.92583e-11,0
3574,9.92583e-11,0
3575,9.92583e-11,0
3576,9.92583e-11,0
3577,9.92583e-11,0
3578,9.92583e-11,0
3579,9.92583e-11,0
3580,9.92583e-11,0
3581,9.92583e-11,0
3582,9.92583e-11,0
3583,9.92583e-11,0
3584,9.92583e-11,0
3585,9.92583e-11,0
3586,9.92583e-11,0
3587,9.92583e-11,0
3588,9.92583e-11,0
3589,9.92583e-11,0
3590,9.92583e-11,0
3591,9.92583e-11,0
3592,9.92583e-11,0
3593,9.92583e-11,0
3594,9.92583e-11,0
3595,9.92583e-11,0
3596,9.92583e-11,0
3597,9.92583e-11,0
3598,9.92583e-11,0
3599,9.92583e-11,0
3600,9.92583e-11,0
3601,9.92583e-11,0
3602,9.92583e-11,0
3603,9.92583e-11,0
3604,9.92583e-11,0
3605,9.92583e-11,0
3606,9.92583e-11,0
3607,9.92583e-11,0
3608,9.92583e-11,0
3609,9.92583e-11,0
3610,9.92583e-11,0
3611,9.92583e-11,0
3612,9.92583e-11,0
3613,9.92583e-11,0
3614,9.92583e-11,0
3615,9.92583e-11,0
3616,9.92583e-11,0
3617,9.92583e-11,0
3618,9.92583e-11,0
3619,9.92583e-11,0
3620,9.92583e-11,0
3621,9.92583e-11,0
3622,9.92583e-11,0
3623,9.92583e-11,0
3624,9.92583e-11,0
3625,9.92583e-11,0
3626,9.92583e-11,0
3627,9.92583e-11,0
3628,9.92583e-11,0
3629,9.92583e-11,0
3630,9.92583e-11,0
3631,9.92583e-11,0
3632,9.92583e-11,0
3633,9.92583e-11,0
3634,9.92583e-11,0
3635,9.92583e-11,0
3636,9.92583e-11,0
3637,9.92583e-11,0
3638,9.92583e-11,0
3639,9.92583e-11,0
3640,9.92583e-11,0
3641,9.92583e-11,0
3642,9.92583e-11,0
3643,9.92583e-11,0
3644,9.92583e-11,0
3645,9.92583e-11,0
3646,9.92583e-11,0
3647,9.92583e-11,0
3648,9.92583e-11,0
3649,9.92583e-11,0
3650,9.92583e-11,0
3651,9.92583e-11,0
3652,9.92583e-11,0
3653,9.92583e-11,0
3654,9.92583e-11,0
3655,9.92583e-11,0
3656,9.92583e-11,0
3657,9.92583e-11,0
3658,9.92583e-11,0
3659,9.92583e-11,0
3660,9.92583e-11,0
3661,9.92583e-11,0
3662,9.92583e-11,0
3663,9.92583e-11,0
3664,9.92583e-11,0
3665,9.92583e-11,0
3666,9.92583e-11,0
3667,9.92583e-11,0
3668,9.92583e-11,0
3669,9.92583e-11,0
3670,9.92583e-11,0
3671,9.92583e-11,0
3672,9.92583e-11,0
3673,9.92583e-11,0
3674,9.92583e-11,0
3675,9.92583e-11,0
3676,9.92583e-11,0
3677,9.92583e-11,0
3678,9.92583e-11,0
3679,9.92583e-11,0
3680,9.92583e-11,0
3681,9.92583e-11,0
3682,9.92583e-11,0
3683,9.92583e-11,0
3684,9.92583e-11,0
3685,9.92583e-11,0
3686,9.92583e-11,0
3687,9.92583e-11,0
3688,9.92583e-11,0
3689,9.92583e-11,0
3690,9.92583e-11,0
3691,9.92583e-11,0
3692,9.92583e-11,0
3693,9.92583e-11,0
3694,9.92583e-11,0
3695,9.92583e-11,0
3696,9.92583e-11,0
3697,9.92583e-11,0
3698,9.92583e-11,0
3699,9.92583e-11,0
3700,9.92583e-11,0
3701,9.92583e-11,0
3702,9.92583e-11,0
3703,9.92583e-11,0
3704,9.92583e-11,0
3705,9.92583e-11,0
3706,9.92583e-11,0
3707,9.92583e-11,0
3708,9.92583e-11,0
3709,9.92583e-11,0
3710,9.92583e-11,0
3711,9.92583e-11,0
3712,9.92583e-11,0
3713,9.92583e-11,0
3714,9.92583e-11,0
3715,9.92583e-11,0
3716,9.92583e-11,0
3717,9.92583e-11,0
3718,9.92583e-11,0
3719,9.92583e-11,0
3720,9.92583e-11,0
3721,9.92583e-11,0
3722,9.92583e-11,0
3723,9.92583e-11,0
3724,9.92583e-11,0
3725,9.92583e-11,0
3726,9.92583e-11,0
3727,9.92583e-11,0
3728,9.92583e-11,0
3729,9.92583e-11,0
3730,9.92583e-11,0
3731,9.92583e-11,0
3732,9.92583e-11,0
3733,9.92583e-11,0
3734,9.92583e-11,0
3735,9.92583e-11,0
3736,9.92583e-11,0
3737,9.92583e-11,0
3738,9.92583e-11,0
3739,9.92583e-11,0
3740,9.92583e-11,0
3741,9.92583e-11,0
3742,9.92583e-11,0
3743,9.92583e-11,0
3744,9.92583e-11,0
3745,9.92583e-11,0
3746,9.92583e-11,0
3747,9.92583e-11,0
3748,9.92583e-11,0
3749,9.92583e-11,0
3750,9.92583e-11,0
3751,9.92583e-11,0
3752,9.92583e-11,0
3753,9.92583e-11,0
3754,9.92583e-11,0
3755,9.92583e-11,0
3756,9.92583e-11,0
3757,9.92583e-11,0
3758,9.92583e-11,0
3759,9.92583e-11,0
3760,9.92583e-11,0
3761,9.92583e-11,0
3762,9.92583e-11,0
3763,9.92583e-11,0
3764,9.92583e-11,0
3765,9.92583e-11,0
3766,9.92583e-11,0
3767,9.92583e-11,0
3768,9.92583e-11,0
3769,9.92583e-11,0
3770,9.92583e-11,0
3771,9.92583e-11,0
3772,9.92583e-11,0
3773,9.92583e-11,0
3774,9.92583e-11,0
3775,9.92583e-11,0
3776,9.92583e-11,0
3777,9.92583e-11,0
3778,9.92583e-11,0
3779,9.92583e-11,0
3780,9.92583e-11,0
3781,9.92583e-11,0
3782,9.92583e-11,0
3783,9.92583e-11,0
3784,9.92583e-11,0
3785,9.92583e-11,0
3786,9.92583e-11,0
3787,9.92583e-11,0
3788,9.92583e-11,0
3789,9.92583e-11,0
3790,9.92583e-11,0
3791,9.92583e-11,0
3792,9.92583e-11,0
3793,9.92583e-11,0
3794,9.92583e-11,0
3795,9.92583e-11,0
3796,9.92583e-11,0
3797,9.92583e-11,0
3798,9.92583e-11,0
3799,9.92583e-11,0
3800,9.92583e-11,0
3801,9.92583e-11,0
3802,9.92583e-11,0
3803,9.92583e-11,0
3804,9.92583e-11,0
3805,9.92583e-11,0
3806,9.92583e-11,0
3807,9.92583e-11,0
3808,9.92583e-11,0
3809,9.92583e-11,0
3810,9.92583e-11,0
3811,9.92583e-11,0
3812,9.92583e-11,0
3813,9.92583e-11,0
3814,9.92583e-11,0
3815,9.92583e-11,0
3816,9.92583e-11,0
3817,9.92583e-11,0
3818,9.92583e-11,0
3819,9.92583e-11,0
3820,9.92583e-11,0
3821,9.92583e-11,0
3822,9.92583e-11,0
3823,9.92583e-11,0
3824,9.92583e-11,0
3825,9.92583e-11,0
3826,9.92583e-11,0
3827,9.92583e-11,0
3828,9.92583e-11,0
3829,9.92583e-11,0
3830,9.92583e-11,0
3831,9.92583e-11,0
3832,9.92583e-11,0
3833,9.92583e-11,0
3834,9.92583e-11,0
3835,9.92583e-11,0
3836,9.92583e-11,0
3837,9.92583e-11,0
3838,9.92583e-11,0
3839,9.92583e-11,0
3840,9.92583e-11,0
3841,9.92583e-11,0
3842,9.92583e-11,0
3843,9.92583e-11,0
3844,9.92583e-11,0
3845,9.92583e-11,0
3846,9.92583e-11,0
3847,9.92583e-11,0
3848,9.92583e-11,0
3849,9.92583e-11,0
3850,9.92583e-11,0
3851,9.92583e-11,0
3852,9.92583e-11,0
3853,9.92583e-11,0
3854,9.92583e-11,0
3855,9.92583e-11,0
3856,9.92583e-11,0
3857,9.92583e-11,0
3858,9.92583e-11,0
3859,9.92583e-11,0
3860,9.92583e-11,0
3861,9.92583e-11,0
3862,9.92583e-11,0
3863,9.92583e-11,0
3864,9.92583e-11,0
3865,9.92583e-11,0
3866,9.92583e-11,0
3867,9.92583e-11,0
3868,9.92583e-11,0
3869,9.92583e-11,0
3870,9.92583e-11,0
3871,9.92583e-11,0
3872,9.92583e-11,0
3873,9.92583e-11,0
3874,9.92583e-11,0
3875,9.92583e-11,0
3876,9.92583e-11,0
3877,9.92583e-11,0
3878,9.92583e-11,0
3879,9.92583e-11,0
3880,9.92583e-11,0
3881,9.92583e-11,0
3882,9.92583e-11,0
3883,9.92583e-11,0
3884,9.92583e-11,0
3885,9.92583e-11,0
3886,9.92583e-11,0
3887,9.92583e-11,0
3888,9.92583e-11,0
3889,9.92583e-11,0
3890,9.92583e-11,0
3891,9.92583e-11,0
3892,9.92583e-11,0
3893,9.92583e-11,0
3894,9.92583e-11,0
3895,9.92583e-11,0
3896,9.92583e-11,0
3897,9.92583e-11,0
3898,9.92583e-11,0
3899,9.92583e-11,0
3900,9.92583e-11,0
3901,9.92583e-11,0
3902,9.92583e-11,0
3903,9.92583e-11,0
3904,9.92583e-11,0
3905,9.92583e-11,0
3906,9.92583e-11,0
3907,9.92583e-11,0
3908,9.92583e-11,0
3909,9.92583e-11,0
3910,9.92583e-11,0
3911,9.92583e-11,0
3912,9.92583e-11,0
3913,9.92583e-11,0
3914,9.92583e-11,0
3915,9.92583e-11,0
3916,9.92583e-11,0
3917,9.92583e-11,0
3918,9.92583e-11,0
3919,9.92583e-11,0
3920,9.92583e-11,0
3921,9.92583e-11,0
3922,9.92583e-11,0
3923,9.92583e-11,0
3924,9.92583e-11,0
3925,9.92583e-11,0
3926,9.92583e-11,0
3927,9.92583e-11,0
3928,9.92583e-11,0
3929,9.92583e-11,0
3930,9.92583e-11,0
3931,9.92583e-11,0
3932,9.92583e-11,0
3933,9.92583e-11,0
3934,9.92583e-11,0
3935,9.92583e-11,0
3936,9.92583e-11,0
3937,9.92583e-11,0
3938,9.92583e-11,0
3939,9.92583e-11,0
3940,9.92583e-11,0
3941,9.92583e-11,0
3942,9.92583e-11,0
3943,9.92583e-11,0
3944,9.92583e-11,0
3945,9.92583e-11,0
3946,9.92583e-11,0
3947,9.92583e-11,0
3948,9.92583e-11,0
3949,9.92583e-11,0
3950,9.92583e-11,0
3951,9.92583e-11,0
3952,9.92583e-11,0
3953,9.92583e-11,0
3954,9.92583e-11,0
3955,9.92583e-11,0
3956,9.92583e-11,0
3957,9.92583e-11,0
3958,9.92583e-11,0
3959,9.92583e-11,0
3960,9.92583e-11,0
3961,9.92583e-11,0
3962,9.92583e-11,0
3963,9.92583e-11,0
3964,9.92583e-11,0
3965,9.92583e-11,0
3966,9.92583e-11,0
3967,9.92583e-11,0
3968,9.92583e-11,0
3969,9.92583e-11,0
3970,9.92583e-11,0
3971,9.92583e-11,0
3972,9.92583e-11,0
3973,9.92583e-11,0
3974,9.92583e-11,0
3975,9.92583e-11,0
3976,9.92583e-11,0
3977,9.92583e-11,0
3978,9.92583e-11,0
3979,9.92583e-11,0
3980,9.92583e-11,0
3981,9.92583e-11,0
3982,9.92583e-11,0
3983,9.92583e-11,0
3984,9.92583e-11,0
3985,9.92583e-11,0
3986,9.92583e-11,0
3987,9.92583e-11,0
3988,9.92583e-11,0
3989,9.92583e-11,0
3990,9.92583e-11,0
3991,9.92583e-11,0
3992,9.92583e-11,0
3993,9.92583e-11,0
3994,9.92583e-11,0
3995,9.92583e-11,0
3996,9.92583e-11,0
3997,9.92583e-11,0
3998,9.92583e-11,0
3999,9.92583e-11,0
4000,9.92583e-11,0
4001,9.92583e-11,0
4002,9.92583e-11,0
4003,9.92583e-11,0
4004,9.92583e-11,0
4005,9.92583e-11,0
4006,9.92583e-11,0
4007,9.92583e-11,0
4008,9.92583e-11,0
4009,9.92583e-11,0
4010,9.92583e-11,0
4011,9.92583e-11,0
4012,9.92583e-11,0
4013,9.92583e-11,0
4014,9.92583e-11,0
4015,9.92583e-11,0
4016,9.92583e-11,0
4017,9.92583e-11,0
4018,9.92583e-11,0
4019,9.92583e-11,0
4020,9.92583e-11,0
4021,9.92583e-11,0
4022,9.92583e-11,0
4023,9.92583e-11,0
4024,9.92583e-11,0
4025,9.92583e-11,0
4026,9.92583e-11,0
4027,9.92583e-11,0
4028,9.92583e-11,0
4029,9.92583e-11,0
4030,9.92583e-11,0
4031,9.92583e-11,0
4032,9.92583e-11,0
4033,9.92583e-11,0
4034,9.92583e-11,0
4035,9.92583e-11,0
4036,9.92583e-11,0
4037,9.92583e-11,0
4038,9.92583e-11,0
4039,9.92583e-11,0
4040,9.92583e-11,0
4041,9.92583e-11,0
4042,9.92583e-11,0
4043,9.92583e-11,0
4044,9.92583e-11,0
4045,9.92583e-11,0
4046,9.92583e-11,0
4047,9.92583e-11,0
4048,9.92583e-11,0
4049,9.92583e-11,0
4050,9.92583e-11,0
4051,9.92583e-11,0
4052,9.92583e-11,0
4053,9.92583e-11,0
4054,9.92583e-11,0
4055,9.92583e-11,0
4056,9.92583e-11,0
4057,9.92583e-11,0
4058,9.92583e-11,0
4059,9.92583e-11,0
4060,9.92583e-11,0
4061,9.92583e-11,0
4062,9.92583e-11,0
4063,9.92583e-11,0
4064,9.92583e-11,0
4065,9.92583e-11,0
4066,9.92583e-11,0
4067,9.92583e-11,0
4068,9.92583e-11,0
4069,9.92583e-11,0
4070,9.92583e-11,0
4071,9.92583e-11,0
4072,9.92583e-11,0
4073,9.92583e-11,0
4074,9.92583e-11,0
4075,9.92583e-11,0
4076,9.92583e-11,0
4077,9.92583e-11,0
4078,9.92583e-11,0
4079,9.92583e-11,0
4080,9.92583e-11,0
4081,9.92583e-11,0
4082,9.92583e-11,0
4083,9.92583e-11,0
4084,9.92583e-11,0
4085,9.92583e-11,0
4086,9.92583e-11,0
4087,9.92583e-11,0
4088,9.92583e-11,0
4089,9.92583e-11,0
4090,9.92583e-11,0
4091,9.92583e-11,0
4092,9.92583e-11,0
4093,9.92583e-11,0
4094,9.92583e-11,0
4095,9.92583e-11,0
4096,9.92583e-11,0
4097,9.92583e-11,0
4098,9.92583e-11,0
4099,9.92583e-11,0
4100,9.92583e-11,0
4101,9.92583e-11,0
4102,9.92583e-11,0
4103,9.92583e-11,0
4104,9.92583e-11,0
4105,9.92583e-11,0
4106,9.92583e-11,0
4107,9.92583e-11,0
4108,9.92583e-11,0
4109,9.92583e-11,0
4110,9.92583e-11,0
4111,9.92583e-11,0
4112,9.92583e-11,0
4113,9.92583e-11,0
4114,9.92583e-11,0
4115,9.92583e-11,0
4116,9.92583e-11,0
4117,9.92583e-11,0
4118,9.92583e-11,0
4119,9.92583e-11,0
4120,9.92583e-11,0
4121,9.92583e-11,0
4122,9.92583e-11,0
4123,9.92583e-11,0
4124,9.92583e-11,0
4125,9.92583e-11,0
4126,9.92583e-11,0
4127,9.92583e-11,0
4128,9.92583e-11,0
4129,9.92583e-11,0
4130,9.92583e-11,0
4131,9.92583e-11,0
4132,9.92583e-11,0
4133,9.92583e-11,0
4134,9.92583e-11,0
4135,9.92583e-11,0
4136,9.92583e-11,0
4137,9.92583e-11,0
4138,9.92583e-11,0
4139,9.92583e-11,0
4140,9.92583e-11,0
4141,9.92583e-11,0
4142,9.92583e-11,0
4143,9.92583e-11,0
4144,9.92583e-11,0
4145,9.92583e-11,0
4146,9.92583e-11,0
4147,9.92583e-11,0
4148,9.92583e-11,0
4149,9.92583e-11,0
4150,9.92583e-11,0
4151,9.92583e-11,0
4152,9.92583e-11,0
4153,9.92583e-11,0
4154,9.92583e-11,0
4155,9.92583e-11,0
4156,9.92583e-11,0
4157,9.92583e-11,0
4158,9.92583e-11,0
4159,9.92583e-11,0
4160,9.92583e-11,0
4161,9.92583e-11,0
4162,9.92583e-11,0
4163,9.92583e-11,0
4164,9.92583e-11,0
4165,9.92583e-11,0
4166,9.92583e-11,0
4167,9.92583e-11,0
4168,9.92583e-11,0
4169,9.92583e-11,0
4170,9.92583e-11,0
4171,9.92583e-11,0
4172,9.92583e-11,0
4173,9.92583e-11,0
4174,9.92583e-11,0
4175,9.92583e-11,0
4176,9.92583e-11,0
4177,9.92583e-11,0
4178,9.92583e-11,0
4179,9.92583e-11,0
4180,9.92583e-11,0
4181,9.92583e-11,0
4182,9.92583e-11,0
4183,9.92583e-11,0
4184,9.92583e-11,0
4185,9.92583e-11,0
4186,9.92583e-11,0
4187,9.92583e-11,0
4188,9.92583e-11,0
4189,9.92583e-11,0
4190,9.92583e-11,0
4191,9.92583e-11,0
4192,9.92583e-11,0
4193,9.92583e-11,0
4194,9.92583e-11,0
4195,9.92583e-11,0
4196,9.92583e-11,0
4197,9.92583e-11,0
4198,9.92583e-11,0
4199,9.92583e-11,0
4200,9.92583e-11,0
4201,9.92583e-11,0
4202,9.92583e-11,0
4203,9.92583e-11,0
4204,9.92583e-11,0
4205,9.92583e-11,0
4206,9.92583e-11,0
4207,9.92583e-11,0
4208,9.92583e-11,0
4209,9.92583e-11,0
4210,9.92583e-11,0
4211,9.92583e-11,0
4212,9.92583e-11,0
4213,9.92583e-11,0
4214,9.92583e-11,0
4215,9.92583e-11,0
4216,9.92583e-11,0
4217,9.92583e-11,0
4218,9.92583e-11,0
4219,9.92583e-11,0
4220,9.92583e-11,0
4221,9.92583e-11,0
4222,9.92583e-11,0
4223,9.92583e-11,0
4224,9.92583e-11,0
4225,9.92583e-11,0
4226,9.92583e-11,0
4227,9.92583e-11,0
4228,9.92583e-11,0
4229,9.92583e-11,0
4230,9.92583e-11,0
4231,9.92583e-11,0
4232,9.92583e-11,0
4233,9.92583e-11,0
4234,9.92583e-11,0
4235,9.92583e-11,0
4236,9.92583e-11,0
4237,9.92583e-11,0
4238,9.92583e-11,0
4239,9.92583e-11,0
4240,9.92583e-11,0
4241,9.92583e-11,0
4242,9.92583e-11,0
4243,9.92583e-11,0
4244,9.92583e-11,0
4245,9.92583e-11,0
4246,9.92583e-11,0
4247,9.92583e-11,0
4248,9.92583e-11,0
4249,9.92583e-11,0
4250,9.92583e-11,0
4251,9.92583e-11,0
4252,9.92583e-11,0
4253,9.92583e-11,0
4254,9.92583e-11,0
4255,9.92583e-11,0
4256,9.92583e-11,0
4257,9.92583e-11,0
4258,9.92583e-11,0
4259,9.92583e-11,0
4260,9.92583e-11,0
4261,9.92583e-11,0
4262,9.92583e-11,0
4263,9.92583e-11,0
4264,9.92583e-11,0
4265,9.92583e-11,0
4266,9.92583e-11,0
4267,9.92583e-11,0
4268,9.92583e-11,0
4269,9.92583e-11,0
4270,9.92583e-11,0
4271,9.92583e-11,0
4272,9.92583e-11,0
4273,9.92583e-11,0
4274,9.92583e-11,0
4275,9.92583e-11,0
4276,9.92583e-11,0
4277,9.92583e-11,0
4278,9.92583e-11,0
4279,9.92583e-11,0
4280,9.92583e-11,0
4281,9.92583e-11,0
4282,9.92583e-11,0
4283,9.92583e-11,0
4284,9.92583e-11,0
4285,9.92583e-11,0
4286,9.92583e-11,0
4287,9.92583e-11,0
4288,9.92583e-11,0
4289,9.92583e-11,0
4290,9.92583e-11,0
4291,9.92583e-11,0
4292,9.92583e-11,0
4293,9.92583e-11,0
4294,9.92583e-11,0
4295,9.92583e-11,0
4296,9.92583e-11,0
4297,9.92583e-11,0
4298,9.92583e-11,0
4299,9.92583e-11,0
4300,9.92583e-11,0
4301,9.92583e-11,0
4302,9.92583e-11,0
4303,9.92583e-11,0
4304,9.92583e-11,0
4305,9.92583e-11,0
4306,9.92583e-11,0
4307,9.92583e-11,0
4308,9.92583e-11,0
4309,9.92583e-11,0
4310,9.92583e-11,0
4311,9.92583e-11,0
4312,9.92583e-11,0
4313,9.92583e-11,0
4314,9.92583e-11,0
4315,9.92583e-11,0
4316,9.92583e-11,0
4317,9.92583e-11,0
4318,9.92583e-11,0
4319,9.92583e-11,0
4320,9.92583e-11,0
4321,9.92583e-11,0
4322,9.92583e-11,0
4323,9.92583e-11,0
4324,9.92583e-11,0
4325,9.92583e-11,0
4326,9.92583e-11,0
4327,9.92583e-11,0
4328,9.92583e-11,0
4329,9.92583e-11,0
4330,9.92583e-11,0
4331,9.92583e-11,0
4332,9.92583e-11,0
4333,9.92583e-11,0
4334,9.92583e-11,0
4335,9.92583e-11,0
4336,9.92583e-11,0
4337,9.92583e-11,0
4338,9.92583e-11,0
4339,9.92583e-11,0
4340,9.92583e-11,0
4341,9.92583e-11,0
4342,9.92583e-11,0
4343,9.92583e-11,0
4344,9.92583e-11,0
4345,9.92583e-11,0
4346,9.92583e-11,0
4347,9.92583e-11,0
4348,9.92583e-11,0
4349,9.92583e-11,0
4350,9.92583e-11,0
4351,9.92583e-11,0
4352,9.92583e-11,0
4353,9.92583e-11,0
4354,9.92583e-11,0
4355,9.92583e-11,0
4356,9.92583e-11,0
4357,9.92583e-11,0
4358,9.92583e-11,0
4359,9.92583e-11,0
4360,9.92583e-11,0
4361,9.92583e-11,0
4362,9.92583e-11,0
4363,9.92583e-11,0
4364,9.92583e-11,0
4365,9.92583e-11,0
4366,9.92583e-11,0
4367,9.92583e-11,0
4368,9.92583e-11,0
4369,9.92583e-11,0
4370,9.92583e-11,0
4371,9.92583e-11,0
4372,9.92583e-11,0
4373,9.92583e-11,0
4374,9.92583e-11,0
4375,9.92583e-11,0
4376,9.92583e-11,0
4377,9.92583e-11,0
4378,9.92583e-11,0
